"outcome","outcome_var","group","co2_scale","strategy","co2_value","p","p_LCL","p_UCL","m_used","n_standardized","standardization_sample_cap","run_id","run_ts"
"IMV","imv_proc","ABG","paco2","marginal_standardized",30.6834170854271,0.233789701908881,0.230473483318882,0.2388445943896,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",31.0050251256281,0.232029564490097,0.228708813606624,0.237054422832963,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",31.3266331658291,0.230229990460996,0.226905818643199,0.235225228785079,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",31.6482412060301,0.228391193210878,0.225064724971427,0.233357213951894,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",31.9698492462312,0.226513420974722,0.223185793435677,0.231450613933644,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",32.2914572864322,0.224596957593646,0.221269319901775,0.229505698976384,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",32.6130653266332,0.222642123255633,0.219315635955862,0.22752277470562,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",32.9346733668342,0.2206492752133,0.21732510957906,0.225502182838953,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",33.2562814070352,0.218618808475294,0.215298145794579,0.223444301874497,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
"IMV","imv_proc","ABG","paco2","marginal_standardized",33.5778894472362,0.216551156467777,0.213235187283796,0.221349547751687,20,1000,1000,"20260421_121048","2026-04-21 12:10:48.40139"
