"stage","component","analysis_variant","model_type","group","outcome","imputation","n_used","events","converged","iter","sep_flag","nonconv_flag","min_phat","max_phat","warning_n","top_warning","error_message","extreme","run_id","run_ts"
"outcome","spline","mi_unweighted","spline","VBG","imv_proc",18,14910,2292,TRUE,5,FALSE,FALSE,0.0138703602128981,0.640407763243261,0,NA,NA,0.0138703602128981,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","imv_proc",19,14910,2292,TRUE,5,FALSE,FALSE,0.0138703602128981,0.640407763243261,0,NA,NA,0.0138703602128981,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","VBG","imv_proc",20,14910,2292,TRUE,5,FALSE,FALSE,0.0138703602128981,0.640407763243261,0,NA,NA,0.0138703602128981,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","crude","cat3","VBG","hypercap_resp_failure",NA,14910,1332,TRUE,6,FALSE,FALSE,0.0377084844089765,0.23315398411465,0,NA,NA,0.0377084844089765,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","crude","cat3","VBG","niv_proc",NA,14910,1036,TRUE,5,FALSE,FALSE,0.0475707039959768,0.121957468613856,0,NA,NA,0.0475707039959768,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","crude","cat3","ABG","hypercap_resp_failure",NA,18577,1943,TRUE,5,FALSE,FALSE,0.0493101383181632,0.245054734011852,0,NA,NA,0.0493101383181632,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","imv_proc",20,18577,4776,TRUE,4,FALSE,FALSE,0.0506368332378173,0.51395227537004,0,NA,NA,0.0506368332378173,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","imv_proc",2,18577,4776,TRUE,4,FALSE,FALSE,0.0509232595974902,0.5232235606101,0,NA,NA,0.0509232595974902,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","imv_proc",4,18577,4776,TRUE,4,FALSE,FALSE,0.0509537879177856,0.517354755466242,0,NA,NA,0.0509537879177856,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","imv_proc",6,18577,4776,TRUE,4,FALSE,FALSE,0.0510355989957305,0.519940059926928,0,NA,NA,0.0510355989957305,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","imv_proc",14,18577,4776,TRUE,4,FALSE,FALSE,0.0512609446858735,0.515744018344018,0,NA,NA,0.0512609446858735,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","imv_proc",5,18577,4776,TRUE,4,FALSE,FALSE,0.0512872959431254,0.512714637087666,0,NA,NA,0.0512872959431254,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","imv_proc",17,18577,4776,TRUE,4,FALSE,FALSE,0.0515749850647535,0.521814943040324,0,NA,NA,0.0515749850647535,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","ABG","imv_proc",4,18577,4776,TRUE,4,FALSE,FALSE,0.0516396528278715,0.652104009214298,0,NA,NA,0.0516396528278715,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","ABG","imv_proc",20,18577,4776,TRUE,4,FALSE,FALSE,0.0517264600756125,0.651747008510895,0,NA,NA,0.0517264600756125,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","imv_proc",8,18577,4776,TRUE,4,FALSE,FALSE,0.0517948822710075,0.52116522867867,0,NA,NA,0.0517948822710075,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","imv_proc",3,18577,4776,TRUE,4,FALSE,FALSE,0.0518171985134409,0.512995445523365,0,NA,NA,0.0518171985134409,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","imv_proc",13,18577,4776,TRUE,4,FALSE,FALSE,0.0519146315159414,0.514247863305627,0,NA,NA,0.0519146315159414,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","ABG","imv_proc",10,18577,4776,TRUE,4,FALSE,FALSE,0.0519182340541194,0.684321761664463,0,NA,NA,0.0519182340541194,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","ABG","imv_proc",2,18577,4776,TRUE,4,FALSE,FALSE,0.0520954246273938,0.675431358199354,0,NA,NA,0.0520954246273938,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","imv_proc",10,18577,4776,TRUE,4,FALSE,FALSE,0.0521800697000642,0.528010852498059,0,NA,NA,0.0521800697000642,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","ABG","imv_proc",6,18577,4776,TRUE,4,FALSE,FALSE,0.0522055817902263,0.64176696744121,0,NA,NA,0.0522055817902263,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","ABG","imv_proc",5,18577,4776,TRUE,4,FALSE,FALSE,0.0524414835333845,0.662140267407675,0,NA,NA,0.0524414835333845,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","ABG","imv_proc",16,18577,4776,TRUE,4,FALSE,FALSE,0.0526158100259946,0.669764374275091,0,NA,NA,0.0526158100259946,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","ABG","imv_proc",8,18577,4776,TRUE,4,FALSE,FALSE,0.0526573707608969,0.637220468310306,0,NA,NA,0.0526573707608969,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","ABG","imv_proc",1,18577,4776,TRUE,4,FALSE,FALSE,0.0527780275121211,0.647287356510335,0,NA,NA,0.0527780275121211,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","ABG","imv_proc",17,18577,4776,TRUE,4,FALSE,FALSE,0.0528090991534405,0.645925038928385,0,NA,NA,0.0528090991534405,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","imv_proc",9,18577,4776,TRUE,4,FALSE,FALSE,0.052814038466536,0.51931816973564,0,NA,NA,0.052814038466536,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","imv_proc",1,18577,4776,TRUE,4,FALSE,FALSE,0.0528270422911996,0.517094758232382,0,NA,NA,0.0528270422911996,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","ABG","imv_proc",14,18577,4776,TRUE,4,FALSE,FALSE,0.0529225869480396,0.672077523327389,0,NA,NA,0.0529225869480396,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","imv_proc",16,18577,4776,TRUE,4,FALSE,FALSE,0.0530253482711107,0.519114690427431,0,NA,NA,0.0530253482711107,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","ABG","imv_proc",9,18577,4776,TRUE,4,FALSE,FALSE,0.053114965252932,0.668700498978468,0,NA,NA,0.053114965252932,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","ABG","imv_proc",13,18577,4776,TRUE,4,FALSE,FALSE,0.0532538819409727,0.659912397732215,0,NA,NA,0.0532538819409727,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","ABG","imv_proc",3,18577,4776,TRUE,4,FALSE,FALSE,0.0533378512913083,0.635725258492704,0,NA,NA,0.0533378512913083,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","imv_proc",12,18577,4776,TRUE,4,FALSE,FALSE,0.0534898402281154,0.515367494605624,0,NA,NA,0.0534898402281154,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","imv_proc",15,18577,4776,TRUE,4,FALSE,FALSE,0.0535574847067406,0.516996219617786,0,NA,NA,0.0535574847067406,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","ABG","imv_proc",15,18577,4776,TRUE,4,FALSE,FALSE,0.0537595624018504,0.695153421959993,0,NA,NA,0.0537595624018504,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","imv_proc",11,18577,4776,TRUE,4,FALSE,FALSE,0.0538033074230618,0.52659232379423,0,NA,NA,0.0538033074230618,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","ABG","imv_proc",11,18577,4776,TRUE,4,FALSE,FALSE,0.0542320789662317,0.742203107669023,0,NA,NA,0.0542320789662317,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","ABG","imv_proc",18,18577,4776,TRUE,4,FALSE,FALSE,0.0544305067168881,0.65271753260041,0,NA,NA,0.0544305067168881,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","ABG","imv_proc",12,18577,4776,TRUE,4,FALSE,FALSE,0.0544938800377329,0.642993016473808,0,NA,NA,0.0544938800377329,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","imv_proc",19,18577,4776,TRUE,4,FALSE,FALSE,0.0545184910740575,0.517165809259369,0,NA,NA,0.0545184910740575,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","imv_proc",18,18577,4776,TRUE,4,FALSE,FALSE,0.0546378371091613,0.514781525335473,0,NA,NA,0.0546378371091613,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","ABG","imv_proc",19,18577,4776,TRUE,4,FALSE,FALSE,0.0546696726049205,0.676019258813737,0,NA,NA,0.0546696726049205,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_ipw","cat3","ABG","imv_proc",7,18577,4776,TRUE,4,FALSE,FALSE,0.0550966657596001,0.510129005450422,0,NA,NA,0.0550966657596001,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_ipw","spline","ABG","imv_proc",7,18577,4776,TRUE,4,FALSE,FALSE,0.0552560582734424,0.657945043780672,0,NA,NA,0.0552560582734424,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","crude","spline","ABG","death_60d",NA,18577,3292,TRUE,4,FALSE,FALSE,0.0618480266140521,0.388416136988099,0,NA,NA,0.0618480266140521,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","ipw","spline","ABG","imv_proc",NA,18577,4776,TRUE,4,FALSE,FALSE,0.0657305197997955,0.736043617449358,0,NA,NA,0.0657305197997955,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","ipw","spline","ABG","imv_proc",NA,18577,4776,TRUE,4,FALSE,FALSE,0.0657305197997955,0.736043617449358,0,NA,NA,0.0657305197997955,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","ipw","cat3","ABG","imv_proc",NA,18577,4776,TRUE,4,FALSE,FALSE,0.0668086437995702,0.503580543150569,0,NA,NA,0.0668086437995702,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","crude","cat3","ABG","niv_proc",NA,18577,1816,TRUE,5,FALSE,FALSE,0.073905218956305,0.157096216631349,0,NA,NA,0.073905218956305,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","unweighted","cat3","ABG","imv_proc",NA,18577,4776,TRUE,4,FALSE,FALSE,0.0785396238000591,0.504670677616683,0,NA,NA,0.0785396238000591,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","imv_proc",1,18577,4776,TRUE,4,FALSE,FALSE,0.0785396238000591,0.504670677616683,0,NA,NA,0.0785396238000591,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","imv_proc",2,18577,4776,TRUE,4,FALSE,FALSE,0.0785396238000591,0.504670677616683,0,NA,NA,0.0785396238000591,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","imv_proc",3,18577,4776,TRUE,4,FALSE,FALSE,0.0785396238000591,0.504670677616683,0,NA,NA,0.0785396238000591,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","imv_proc",4,18577,4776,TRUE,4,FALSE,FALSE,0.0785396238000591,0.504670677616683,0,NA,NA,0.0785396238000591,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","imv_proc",5,18577,4776,TRUE,4,FALSE,FALSE,0.0785396238000591,0.504670677616683,0,NA,NA,0.0785396238000591,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","imv_proc",6,18577,4776,TRUE,4,FALSE,FALSE,0.0785396238000591,0.504670677616683,0,NA,NA,0.0785396238000591,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","imv_proc",7,18577,4776,TRUE,4,FALSE,FALSE,0.0785396238000591,0.504670677616683,0,NA,NA,0.0785396238000591,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","imv_proc",8,18577,4776,TRUE,4,FALSE,FALSE,0.0785396238000591,0.504670677616683,0,NA,NA,0.0785396238000591,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","imv_proc",9,18577,4776,TRUE,4,FALSE,FALSE,0.0785396238000591,0.504670677616683,0,NA,NA,0.0785396238000591,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","imv_proc",10,18577,4776,TRUE,4,FALSE,FALSE,0.0785396238000591,0.504670677616683,0,NA,NA,0.0785396238000591,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","imv_proc",11,18577,4776,TRUE,4,FALSE,FALSE,0.0785396238000591,0.504670677616683,0,NA,NA,0.0785396238000591,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","imv_proc",12,18577,4776,TRUE,4,FALSE,FALSE,0.0785396238000591,0.504670677616683,0,NA,NA,0.0785396238000591,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","imv_proc",13,18577,4776,TRUE,4,FALSE,FALSE,0.0785396238000591,0.504670677616683,0,NA,NA,0.0785396238000591,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","imv_proc",14,18577,4776,TRUE,4,FALSE,FALSE,0.0785396238000591,0.504670677616683,0,NA,NA,0.0785396238000591,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","imv_proc",15,18577,4776,TRUE,4,FALSE,FALSE,0.0785396238000591,0.504670677616683,0,NA,NA,0.0785396238000591,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","imv_proc",16,18577,4776,TRUE,4,FALSE,FALSE,0.0785396238000591,0.504670677616683,0,NA,NA,0.0785396238000591,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","imv_proc",17,18577,4776,TRUE,4,FALSE,FALSE,0.0785396238000591,0.504670677616683,0,NA,NA,0.0785396238000591,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","imv_proc",18,18577,4776,TRUE,4,FALSE,FALSE,0.0785396238000591,0.504670677616683,0,NA,NA,0.0785396238000591,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","imv_proc",19,18577,4776,TRUE,4,FALSE,FALSE,0.0785396238000591,0.504670677616683,0,NA,NA,0.0785396238000591,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","mi_unweighted","cat3","ABG","imv_proc",20,18577,4776,TRUE,4,FALSE,FALSE,0.0785396238000591,0.504670677616683,0,NA,NA,0.0785396238000591,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","unweighted","spline","ABG","imv_proc",NA,18577,4776,TRUE,4,FALSE,FALSE,0.0791960820304396,0.711147633591048,0,NA,NA,0.0791960820304396,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","imv_proc",1,18577,4776,TRUE,4,FALSE,FALSE,0.0791960820304396,0.711147633591048,0,NA,NA,0.0791960820304396,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","imv_proc",2,18577,4776,TRUE,4,FALSE,FALSE,0.0791960820304396,0.711147633591048,0,NA,NA,0.0791960820304396,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","imv_proc",3,18577,4776,TRUE,4,FALSE,FALSE,0.0791960820304396,0.711147633591048,0,NA,NA,0.0791960820304396,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","imv_proc",4,18577,4776,TRUE,4,FALSE,FALSE,0.0791960820304396,0.711147633591048,0,NA,NA,0.0791960820304396,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","imv_proc",5,18577,4776,TRUE,4,FALSE,FALSE,0.0791960820304396,0.711147633591048,0,NA,NA,0.0791960820304396,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","imv_proc",6,18577,4776,TRUE,4,FALSE,FALSE,0.0791960820304396,0.711147633591048,0,NA,NA,0.0791960820304396,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","imv_proc",7,18577,4776,TRUE,4,FALSE,FALSE,0.0791960820304396,0.711147633591048,0,NA,NA,0.0791960820304396,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","imv_proc",8,18577,4776,TRUE,4,FALSE,FALSE,0.0791960820304396,0.711147633591048,0,NA,NA,0.0791960820304396,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","imv_proc",9,18577,4776,TRUE,4,FALSE,FALSE,0.0791960820304396,0.711147633591048,0,NA,NA,0.0791960820304396,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","imv_proc",10,18577,4776,TRUE,4,FALSE,FALSE,0.0791960820304396,0.711147633591048,0,NA,NA,0.0791960820304396,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","imv_proc",11,18577,4776,TRUE,4,FALSE,FALSE,0.0791960820304396,0.711147633591048,0,NA,NA,0.0791960820304396,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","imv_proc",12,18577,4776,TRUE,4,FALSE,FALSE,0.0791960820304396,0.711147633591048,0,NA,NA,0.0791960820304396,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","imv_proc",13,18577,4776,TRUE,4,FALSE,FALSE,0.0791960820304396,0.711147633591048,0,NA,NA,0.0791960820304396,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","imv_proc",14,18577,4776,TRUE,4,FALSE,FALSE,0.0791960820304396,0.711147633591048,0,NA,NA,0.0791960820304396,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","imv_proc",15,18577,4776,TRUE,4,FALSE,FALSE,0.0791960820304396,0.711147633591048,0,NA,NA,0.0791960820304396,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","imv_proc",16,18577,4776,TRUE,4,FALSE,FALSE,0.0791960820304396,0.711147633591048,0,NA,NA,0.0791960820304396,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","imv_proc",17,18577,4776,TRUE,4,FALSE,FALSE,0.0791960820304396,0.711147633591048,0,NA,NA,0.0791960820304396,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","imv_proc",18,18577,4776,TRUE,4,FALSE,FALSE,0.0791960820304396,0.711147633591048,0,NA,NA,0.0791960820304396,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","imv_proc",19,18577,4776,TRUE,4,FALSE,FALSE,0.0791960820304396,0.711147633591048,0,NA,NA,0.0791960820304396,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","mi_unweighted","spline","ABG","imv_proc",20,18577,4776,TRUE,4,FALSE,FALSE,0.0791960820304396,0.711147633591048,0,NA,NA,0.0791960820304396,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","crude","spline","VBG","death_60d",NA,14910,2054,TRUE,4,FALSE,FALSE,0.0963595653921733,0.327164381122034,0,NA,NA,0.0963595653921733,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","crude","cat3","VBG","death_60d",NA,14910,2054,TRUE,4,FALSE,FALSE,0.106453952548285,0.175097276264539,0,NA,NA,0.106453952548285,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","crude","spline","VBG","imv_proc",NA,14910,2292,TRUE,4,FALSE,FALSE,0.114422663359114,0.443858903581682,0,NA,NA,0.114422663359114,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","crude","cat3","VBG","imv_proc",NA,14910,2292,TRUE,4,FALSE,FALSE,0.116316171182277,0.188572892646684,0,NA,NA,0.116316171182277,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","crude","cat3","ABG","death_60d",NA,18577,3292,TRUE,4,FALSE,FALSE,0.140971805638908,0.22462760675304,0,NA,NA,0.140971805638908,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","spline","crude","spline","ABG","imv_proc",NA,18577,4776,TRUE,4,FALSE,FALSE,0.218719415220303,0.662464876007898,0,NA,NA,0.218719415220303,"20260421_094018","2026-04-21 09:40:18.841212"
"outcome","cat3","crude","cat3","ABG","imv_proc",NA,18577,4776,TRUE,4,FALSE,FALSE,0.23083383323366,0.285799404171117,0,NA,NA,0.23083383323366,"20260421_094018","2026-04-21 09:40:18.841212"
