"group","outcome","co2_scale","co2_value","vbg_co2","probability_method","eta","ubar","bvar","p_imp_mean","m_used","m_total","n_available","n_standardized","standardization_sample_cap","var_eta","SE_eta","p","p_LCL","p_UCL","passed_threshold","min_required","co2_ref","run_id","run_ts"
"VBG","death_60d","vbg_co2",36.33849300212,36.33849300212,"common_source_marginal_standardized",-1.84462578186518,0.0260722891295819,0.00392117653959667,0.136664480012485,20,20,5175,1000,1000,0.0301895244961584,0.173751329480262,0.136505127457449,0.101089393112993,0.181818809690623,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",36.646955327173,36.646955327173,"common_source_marginal_standardized",-1.84649084723045,0.0253081182015907,0.00382339353507588,0.136440697375014,20,20,5175,1000,1000,0.0293226814134204,0.171238667985419,0.136285438446981,0.101367773268543,0.180810923225274,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",36.955417652226,36.955417652226,"common_source_marginal_standardized",-1.84970933923452,0.0244786532916835,0.00371780809115106,0.136057796456298,20,20,5175,1000,1000,0.0283823517873922,0.168470625888884,0.135907027523908,0.101568979209354,0.179534140525484,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",37.263879977279,37.263879977279,"common_source_marginal_standardized",-1.85430021775017,0.023590515298628,0.00360520320899472,0.135514712742906,20,20,5175,1000,1000,0.0273759786680725,0.165456878575877,0.135368792312376,0.101689136822327,0.177992992891814,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",37.572342302332,37.572342302332,"common_source_marginal_standardized",-1.86028291570353,0.0226528431814165,0.00348653096033344,0.134810837961928,20,20,5175,1000,1000,0.0263137006897666,0.162214982938589,0.134670079231812,0.101723070256905,0.176195140218018,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",37.880804627385,37.880804627385,"common_source_marginal_standardized",-1.86767735620351,0.0216774290494969,0.00336292211706141,0.133946037389551,20,20,5175,1000,1000,0.0252084972724114,0.158771840300512,0.133810700590427,0.101664067752115,0.174151670200078,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",38.189266952438,38.189266952438,"common_source_marginal_standardized",-1.87650396890263,0.0206788645955756,0.00323569658163112,0.132920666655828,20,20,5175,1000,1000,0.0240763460062883,0.15516554387585,0.132790951207322,0.101503599891046,0.171877439311876,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",38.497729277491,38.497729277491,"common_source_marginal_standardized",-1.8867837054449,0.0196746995402119,0.0031063746660718,0.131735587889004,20,20,5175,1000,1000,0.0229363929395873,0.151447657425222,0.131611624420022,0.101230991013578,0.169391452719212,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",38.806191602544,38.806191602544,"common_source_marginal_standardized",-1.89853805383357,0.0186856127286024,0.00297668926645089,0.130392185010281,20,20,5175,1000,1000,0.0218111364583758,0.147685938593949,0.130274027304311,0.10083305464313,0.166717269789409,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",39.114653927597,39.114653927597,"common_source_marginal_standardized",-1.9117872109483,0.0177357020867998,0.00284861164986012,0.128892585057195,20,20,5175,1000,1000,0.0207267443191529,0.143967858632241,0.128780201406925,0.100293815630214,0.163883765812563,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",39.42311625265,39.42311625265,"common_source_marginal_standardized",-1.92646668426006,0.0168566672869349,0.00272487586729521,0.127248940280075,20,20,5175,1000,1000,0.0197177869475948,0.140420037557305,0.12714218075613,0.0995988329637292,0.160940969881484,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",39.731578577703,39.731578577703,"common_source_marginal_standardized",-1.94239264325422,0.0160854214117602,0.00260886953924513,0.125486666488136,20,20,5175,1000,1000,0.0188247344279675,0.137203259538422,0.125385234949604,0.0987393432044486,0.157961520038615,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",40.040040902756,40.040040902756,"common_source_marginal_standardized",-1.95937174384191,0.0154546372289216,0.0025036356716711,0.123631583013743,20,20,5175,1000,1000,0.0180834546841762,0.134474736230179,0.123535055376676,0.0977091043883127,0.155014440491544,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",40.348503227809,40.348503227809,"common_source_marginal_standardized",-1.97720983897812,0.0149911800671017,0.00241173853715533,0.121708736914185,20,20,5175,1000,1000,0.0175235055311148,0.132376378297318,0.121616585068859,0.0965057162887844,0.152160929168881,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",40.656965552862,40.656965552862,"common_source_marginal_standardized",-1.99571184303707,0.0147152759439036,0.00233520726331901,0.119742269269315,20,20,5175,1000,1000,0.0171672435703885,0.131023828254209,0.119653886693557,0.095132441552311,0.149452055541074,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",40.965427877915,40.965427877915,"common_source_marginal_standardized",-2.01468163036038,0.0146398436744757,0.00227549098347699,0.117755314210649,20,20,5175,1000,1000,0.0170291092071265,0.130495629072879,0.117670042448761,0.0935997677862213,0.146926882427095,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",41.273890202968,41.273890202968,"common_source_marginal_standardized",-2.03392196739349,0.0147700019848846,0.00223342639912477,0.115769930400521,20,20,5175,1000,1000,0.0171150997039656,0.130824690727575,0.11568708559096,0.0919263010382595,0.144611418585365,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",41.582352528021,41.582352528021,"common_source_marginal_standardized",-2.05323447757594,0.0151027637566213,0.00220921868387141,0.113807064411046,20,20,5175,1000,1000,0.0174224433746862,0.131994103560296,0.113725963083772,0.0901386716732315,0.142518714353856,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",41.890814853074,41.890814853074,"common_source_marginal_standardized",-2.07241963792768,0.0156269299937001,0.00220243669429037,0.111886545191155,20,20,5175,1000,1000,0.017939488522705,0.133938375840179,0.111806528616571,0.0882703814687116,0.140650161153531,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
"VBG","death_60d","vbg_co2",42.1992771781269,42.1992771781269,"common_source_marginal_standardized",-2.09127680609213,0.0163231959529736,0.00221202344566229,0.110027108577257,20,20,5175,1000,1000,0.018645820570919,0.136549700003035,0.109947565029709,0.0863598261819823,0.138997747322726,TRUE,18,45,"20260424_063653","2026-04-24 06:36:53.744157"
