"cohort","outcome","outcome_label","bin_lo","bin_mid","n_bin","rate","run_id","run_ts"
"VBG","hypercap_resp_failure","Hypercapnic RF",39,39.5,2277,0.0355731225296443,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",40,40.5,3549,0.0262045646661032,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",41,41.5,3325,0.0330827067669173,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",42,42.5,3652,0.0276560788608981,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",43,43.5,3488,0.0321100917431193,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",44,44.5,3614,0.0359712230215825,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",45,45.5,3330,0.035135135135135,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",46,46.5,3369,0.0368061739388543,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",47,47.5,2908,0.047799174690509,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",48,48.5,2884,0.0426490984743411,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",49,49.5,2441,0.0548955346169601,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",50,50.5,2464,0.0616883116883116,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",51,51.5,2028,0.0779092702169626,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",52,52.5,1964,0.0835030549898168,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",53,53.5,1630,0.0920245398773007,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",54,54.5,1495,0.099665551839465,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",55,55.5,1187,0.112047177759056,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",56,56.5,1176,0.137755102040817,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",57,57.5,876,0.156392694063927,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",58,58.5,859,0.179278230500582,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",59,59.5,724,0.185082872928177,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",60,60.5,669,0.227204783258595,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",61,61.5,543,0.250460405156538,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",62,62.5,550,0.263636363636364,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",63,63.5,454,0.290748898678414,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",64,64.5,379,0.324538258575198,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",65,65.5,349,0.312320916905444,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",66,66.5,324,0.382716049382716,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",67,67.5,288,0.4375,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",68,68.5,304,0.37828947368421,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",69,69.5,222,0.40990990990991,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",70,70.5,239,0.435146443514644,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",71,71.5,188,0.425531914893617,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",72,72.5,175,0.457142857142857,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",73,73.5,165,0.515151515151515,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",74,74.5,186,0.526881720430108,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",75,75.5,158,0.474683544303798,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",76,76.5,163,0.503067484662577,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",77,77.5,135,0.555555555555556,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",78,78.5,140,0.578571428571429,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","hypercap_resp_failure","Hypercapnic RF",79,79.5,132,0.553030303030303,"20260415_003149","2026-04-15 00:31:49.347034"
