"variable","level","type","smd_pre","smd_post","group","imp","abs_post","run_id","run_ts"
"curr_bmi",NA,"numeric",-0.230869151619134,-0.0580105454140931,"ABG",1,0.0580105454140931,"20260421_094018","2026-04-21 09:40:18.841212"
"curr_bmi",NA,"numeric",-0.22792094723696,-0.0579275260965488,"ABG",20,0.0579275260965488,"20260421_094018","2026-04-21 09:40:18.841212"
"age_at_encounter",NA,"numeric",0.106387491826992,0.0578633935334047,"ABG",14,0.0578633935334047,"20260421_094018","2026-04-21 09:40:18.841212"
"age_at_encounter",NA,"numeric",0.106387491826992,0.0576069981025886,"ABG",11,0.0576069981025886,"20260421_094018","2026-04-21 09:40:18.841212"
"age_at_encounter",NA,"numeric",0.106387491826992,0.0571233595936881,"ABG",16,0.0571233595936881,"20260421_094018","2026-04-21 09:40:18.841212"
"curr_bmi",NA,"numeric",-0.230047334591693,-0.0570974904455611,"ABG",7,0.0570974904455611,"20260421_094018","2026-04-21 09:40:18.841212"
"age_at_encounter",NA,"numeric",0.106387491826992,0.0569429195955345,"ABG",4,0.0569429195955345,"20260421_094018","2026-04-21 09:40:18.841212"
"age_at_encounter",NA,"numeric",0.106387491826992,0.0565085502779825,"ABG",19,0.0565085502779825,"20260421_094018","2026-04-21 09:40:18.841212"
"curr_bmi",NA,"numeric",-0.229795189239917,-0.0559180464660858,"ABG",10,0.0559180464660858,"20260421_094018","2026-04-21 09:40:18.841212"
"age_at_encounter",NA,"numeric",0.106387491826992,0.0557915802765768,"ABG",17,0.0557915802765768,"20260421_094018","2026-04-21 09:40:18.841212"
"curr_bmi",NA,"numeric",-0.216743029284304,-0.0556088766590042,"ABG",4,0.0556088766590042,"20260421_094018","2026-04-21 09:40:18.841212"
"age_at_encounter",NA,"numeric",0.106387491826992,0.0553601463265888,"ABG",5,0.0553601463265888,"20260421_094018","2026-04-21 09:40:18.841212"
"age_at_encounter",NA,"numeric",0.106387491826992,0.0553413348440106,"ABG",3,0.0553413348440106,"20260421_094018","2026-04-21 09:40:18.841212"
"age_at_encounter",NA,"numeric",0.106387491826992,0.0552069790292863,"ABG",2,0.0552069790292863,"20260421_094018","2026-04-21 09:40:18.841212"
"curr_bmi",NA,"numeric",-0.225449890497903,-0.0550727999599583,"ABG",17,0.0550727999599583,"20260421_094018","2026-04-21 09:40:18.841212"
"age_at_encounter",NA,"numeric",0.106387491826992,0.0549814910280078,"ABG",10,0.0549814910280078,"20260421_094018","2026-04-21 09:40:18.841212"
"age_at_encounter",NA,"numeric",0.106387491826992,0.0549163663475048,"ABG",6,0.0549163663475048,"20260421_094018","2026-04-21 09:40:18.841212"
"age_at_encounter",NA,"numeric",0.106387491826992,0.0543241208045227,"ABG",9,0.0543241208045227,"20260421_094018","2026-04-21 09:40:18.841212"
"age_at_encounter",NA,"numeric",0.106387491826992,0.0543228982548291,"ABG",1,0.0543228982548291,"20260421_094018","2026-04-21 09:40:18.841212"
"age_at_encounter",NA,"numeric",0.106387491826992,0.0541140270660533,"ABG",15,0.0541140270660533,"20260421_094018","2026-04-21 09:40:18.841212"
